restaurant_name,name,rating,review,items_ordered,purchase_date,user_since
"McDonald's, Basuki Rahmat",D*** P******,1.0,"Makanan nggak lengkap, pesan mcflavor burger , kentang,","Cheeseburger McFlavor Set - Double McSpicy - Paket Hemat Cheeseburger, Medium - Paket Hemat Cheeseburger, Medium - French Fries Medium - Coca-Cola, Large - Apple Pie",22 November 2025,Gojek user since 24 June 2025
"McDonald's, Basuki Rahmat",Santoso Soeharto,5.0,"Makanan telah sampai, packing rapi, respon cepat, terima kasih Chef.",Big Mac,31 May 2022,Gojek user since 14 February 2016
"McDonald's, Basuki Rahmat",lynda antika,5.0,Makasih ayamnya slalu krispi,"Paket Keluarga Seru Happy Meal Beef Burger dan Mainan, Krispy - PaNas 2 Krispy, Medium",5 June 2023,Gojek user since 26 September 2016
"McDonald's, Basuki Rahmat",Media Syofiana,5.0,Makasih banyak udah bikin kita berlima kenyang,PaMer 7 Spicy Medium - French Fries Large,22 April 2023,Gojek user since 29 June 2021
"McDonald's, Basuki Rahmat",Muhamad Ismoyo,5.0,"Mantab & lezat, jadi pengen sering-2 order.😀",Paket Nasi Uduk McD Ayam Suwir,11 February 2023,Gojek user since 29 June 2017
"McDonald's, Basuki Rahmat",T**,5.0,Mantab dan lumayan,McFlurry Feat. OREO - Paket HeBat McSpaghetti,29 September 2025,Gojek user since 9 February 2019
"McDonald's, Basuki Rahmat",Fauzi Abdilah Dianata,5.0,Mantab luar biasa yes yes yes,PaNas Spesial Ayam Spicy Lengkuas McD Sambal Bajak,9 April 2022,Gojek user since 15 February 2017
"McDonald's, Basuki Rahmat",Tatang Bagus Sugiarta,5.0,Mantabbbss lah ya gaeess,PROMO - 3 Ayam Krispy McD + 3 reg. Rice - Beef Burger - 4pcs Korean Soy Garlic Wings - Large Rice,11 March 2023,Gojek user since 11 August 2015
"McDonald's, Basuki Rahmat",A***** T***** K********,5.0,Mantap Cepat Terimakasih,3x PaNas 1 Ayam McD Gulai Spicy + 3x McFlurry feat. OREO,27 April 2023,Gojek user since 17 January 2018
"McDonald's, Basuki Rahmat",A*** P********,5.0,Mantap dah.driver Go jeknya respon banget 👍👍👍👍,Paket Nasi Uduk McD Ayam Suwir,27 February 2022,Gojek user since 15 November 2018
"McDonald's, Basuki Rahmat",adi,5.0,Mantap dan standar makanan McD pada umumnya,PaNas 2 with Fries Ayam McD Gulai Spicy,11 May 2023,Gojek user since 18 November 2015
"McDonald's, Basuki Rahmat",Bu Wiwik,5.0,Mantap enak banget,"PaNas 2 Krispy, Medium - McFlurry Feat. Oreo",30 September 2022,Gojek user since 26 September 2017
"McDonald's, Basuki Rahmat",A**** F*********,5.0,Mantap enak chef,"PaNas Special Spicy, Medium",28 September 2023,Gojek user since 11 June 2018
"McDonald's, Basuki Rahmat",N*****,5.0,Mantap enak repeat orders will be issued,"Paket Double Prosperity Beef Burger, Med",16 January 2025,Gojek user since 18 October 2017
"McDonald's, Basuki Rahmat",liloooolll,5.0,Mantap genggs...quick respont,"PaNas 2 Krispy, Medium - PaNas 2 Krispy with Fries, Medium",15 May 2022,Gojek user since 2 April 2020
"McDonald's, Basuki Rahmat",A************,5.0,Mantap mantap mantap mantap,"PaHeBat Cheeseburger, Medium",5 January 2023,Gojek user since 16 December 2021
"McDonald's, Basuki Rahmat",weny,5.0,"Mantap, pertahankan kualitas dan porsinya👍",Fish Fillet Burger - Paket HeBat McSpaghetti Ayam McD,4 September 2025,Gojek user since 7 August 2015
"McDonald's, Basuki Rahmat",A***,5.0,Mantapp banget fast respond pak nya,McFlurry Feat. Oreo - Beef Burger,17 August 2022,Gojek user since 24 April 2016
"McDonald's, Basuki Rahmat",Dody,1.0,"Mc Flury leleh kayak seperti habis di makan, tempat minum pesok semua","PaNas Special Krispy, Large",26 August 2025,Gojek user since 26 August 2021
"McDonald's, Basuki Rahmat",ani nizam,5.0,McD Basrah emg bagus,PaMer 5 Mix,4 June 2025,Gojek user since 23 February 2017
"McDonald's, Basuki Rahmat",Gusti randa,5.0,McD emng gak pernah ngecewain,Share Box with Spicy BBQ Crunchy Stars + Mentai Sauce - McNuggets 6 pcs,1 December 2022,Gojek user since 29 June 2020
"McDonald's, Basuki Rahmat",N***** L*****,5.0,McD is always my wishlist for the burger and fried chicken,PROMO - 3 Ayam Krispy McD + 3 reg. Rice,25 March 2023,Gojek user since 16 March 2020
"McDonald's, Basuki Rahmat",Vony Wijaya,5.0,McD tidak pernah mengecewakan. Sukses terus buat McD,"Paket Hemat Big Mac, Medium",11 April 2024,Gojek user since 12 February 2022
"McDonald's, Basuki Rahmat",Nadia,4.0,Mcd please dong kalo bikin menu “traktir driver” ya makanannya langsung aja dikasihkan ke drivernya. Bukannya malah dimasukin ke kantongan customer 😭😭😭 piye to diiii mekdi,"Traktir Driver BangDi NonDi – Pahebat McSpaghetti Ayam Krispy McD - PaNas 2 Krispy with Fries, Large - Triple Cheeseburger",12 September 2025,Gojek user since 22 July 2015
"McDonald's, Basuki Rahmat",S****,3.0,Mcflurry nya tidak ada,"PaNas 2 Spicy with Fries, Medium - McFlurry Es Campur Merah Delima",25 August 2022,Gojek user since 30 August 2016
"McDonald's, Basuki Rahmat",ika,5.0,Mekdi selalu di hati,PaNas 2 with Fries Ayam Krispy McD Kimchi,30 October 2022,Gojek user since 17 November 2016
"McDonald's, Basuki Rahmat",A***,2.0,Menu Tidak Sesuai Pesanan,"French Fries Large - PaNas 2 Spicy, Large",8 February 2023,Gojek user since 18 December 2017
"McDonald's, Basuki Rahmat",N****,1.0,"Menu yg diberikan salah total. Saya pesan french fries medium+ panas special ayam krispy lengkuas sambal bajak LARGE + upgrade minuman ke lemon tea large. Tapi yg dtg nasi medium, ayam biasa 2 (bukan menu lengkuas+sambal bajak), trs g ada french fries nya, minumannya kopi yg gatau tu menu apaan. MCD tolong yg profesional ya, saya tau jam buka puasa pasti ramai, tp tolong yg profesional dong, masa sekelas mcd bisa salah orderan. Kecewa parah.",French Fries Medium - PaNas Spesial Ayam Krispy Lengkuas McD Sambal Bajak Large,24 April 2022,Gojek user since 1 August 2016
"McDonald's, Basuki Rahmat",Sitta Permanasari,2.0,"Menunya mohon diteliti lagi sesuai orderan, karena saya order Panas Special Ayam Gulai untuk Dada Mentok dan Paha Bawah tetapi yang dikirimkan malah Dada Mentok dan Scramble Egg",Happy Meal Beef Burger - PaNas Spesial Ayam Gulai McD Krispy,17 February 2022,Gojek user since 31 August 2016
"McDonald's, Basuki Rahmat",vio alvonso,1.0,"Minta ayam bagian dada semua, malah dikasih random… sialan",PaMer 5 Mix Medium,21 April 2023,Gojek user since 9 December 2018
"McDonald's, Basuki Rahmat",Y******,1.0,"Minta extra sambal, malah ngga dikasi sambal 1 pun njing.. order ditulis dada tulang, malah dikasi paha bawah","PaNas 2 Spicy with Fries, Large - 1pc Spicy Chicken",2 January 2023,Gojek user since 26 February 2016
"McDonald's, Basuki Rahmat",R******* S****** A***,2.0,"Minta paha atas d kasih sayap sama dada, saos cuma 3 pdhl minta ekstra, float tumpah smua pengemasan tdk aman","PaNas 1 Spicy, Large - PaNas 1 Spicy, Large",21 April 2022,Gojek user since 19 December 2020
"McDonald's, Basuki Rahmat",R*****,1.0,"Minta paha atas malah d kasih paha bawah .. sudah ada notenya , d bilang g bisa request . Mcd paling aneh",1pc Krispy Chicken - 2xPaNas1 Ayam Lengkuas (Spicy) + 2x McFlurry OREO,25 April 2022,Gojek user since 15 May 2017
"McDonald's, Basuki Rahmat",DIMAS TEJA,5.0,Minta saos sambal nya ditambahin dong lain kali,"PaNas 2 Spicy with Fries, Medium - Large Rice",13 July 2025,Gojek user since 6 November 2016
"McDonald's, Basuki Rahmat",R***,3.0,Minta tambahan saos ga dikasih:(,"PaNas 1 Spicy, Large",13 April 2022,Gojek user since 25 February 2018
"McDonald's, Basuki Rahmat",A*******,3.0,"Mintanya Lemon Tea tapi di kasihnya Coca Cola, jadi ga keminum deh.","Paket Hemat McNuggets 6 pcs, Medium - Paket Hemat McNuggets 6 pcs, Medium",24 November 2022,Gojek user since 17 April 2017
"McDonald's, Basuki Rahmat",Anne,3.0,"Mintanya no onion & extra lettuce eh ga dibaca. Minumnya pesen 1 coca cola 1 milk tea, dikasih 2 milk tea. Ga dibaca deh ordernya","PaNas 2 Krispy, Medium - Cheeseburger Deluxe",23 July 2022,Gojek user since 11 November 2015
"McDonald's, Basuki Rahmat",Michaeljr,3.0,Mintw xtra saus saset banyak dikasih 2 doang,"PaNas 2 Krispy, Medium - Beef Burger",4 June 2023,Gojek user since 26 November 2021
"McDonald's, Basuki Rahmat",N**** W****,1.0,Minum nya bocor jadi numpah ke makanan nya 😭,"PaNas Special Spicy, Medium",30 September 2022,Gojek user since 10 April 2021
"McDonald's, Basuki Rahmat",alfian hariyomo,3.0,Minuman coca cola tidak fresh sehingga sodanya tidak terasa.,"PaNas 2 Spicy, Large - French Fries Medium",11 April 2022,Gojek user since 28 February 2017
"McDonald's, Basuki Rahmat",A*** Y*****,1.0,Minumannya nggak ada 1. Pesen 2 porsi cuma 1 yg ada minumnya,"PaNas 1 Krispy, Medium - PaNas 2 Krispy, Large",31 December 2022,Gojek user since 29 May 2016
"McDonald's, Basuki Rahmat",E** R******,1.0,"Mohon di training lgi karyawan nya, udah nunggu lama masaa gaada nasinya , kasian gojeknya bolak balik jadinya buat ambil nasi nya tadi","PaNas 1 Krispy, Medium",6 September 2023,Gojek user since 27 December 2021
"McDonald's, Basuki Rahmat",Eric Gultom,1.0,More sauce wont hurt,"PaNas 1 Krispy, Medium",26 May 2023,Gojek user since 6 January 2022
"McDonald's, Basuki Rahmat",N**** F****,3.0,Mungkin kalau nambahi sausnya bisa lebihin beberapa sachet ya😄,"PaNas 2 Krispy, Medium",5 August 2024,Gojek user since 20 March 2020
"McDonald's, Basuki Rahmat",S*****,1.0,My big mac came in with only meat and cheese nothing else no sauce like what the hell,"Paket Hemat Big Mac, Large - McFlurry Feat. OREO - Chicken Snack Wrap",29 June 2025,Gojek user since 24 August 2024
"McDonald's, Basuki Rahmat",sona intani,1.0,NASINYA GAADA PADAHAL HARUSNYA ADA 3,"PaHeBat Cheeseburger, Medium - PaMer 5 Krispy Medium",2 December 2022,Gojek user since 5 March 2019
"McDonald's, Basuki Rahmat",anggia,3.0,NOTES TIDAK DIPERHATIKAN,Iced Coffee - Beef Burger - Milo Medium - Choco Sundae - French Fries Medium,21 June 2022,Gojek user since 30 April 2016
"McDonald's, Basuki Rahmat",K****,4.0,Nasi nya kering dan keras. Waktu tunggu nya lama banget.,"PaNas 1 Krispy, Medium - PaNas 2 Krispy, Medium - PaNas Special Spicy, Medium",4 June 2022,Gojek user since 18 October 2016
"McDonald's, Basuki Rahmat",Wina,2.0,"Nasinya blom mateng,, masaknya kurang air","McSpicy - PaNas 2 Krispy, Large",11 December 2022,Gojek user since 7 May 2018
"McDonald's, Basuki Rahmat",K***** H*****,2.0,"Nasinya dikirim 2 padahal yg tertulis 3,di struk jg 3","Paket Keluarga Seru - McFlurry Feat. OREO, Tanpa Mainan",16 January 2026,Gojek user since 25 August 2015
"McDonald's, Basuki Rahmat",D*****,3.0,"Nasinya ga ada, padahal pesennya panas 2 + kentang😭","PaNas 2 Krispy, Large - French Fries Medium",12 December 2022,Gojek user since 26 November 2015
"McDonald's, Basuki Rahmat",marlina,4.0,Nasinya terlalu benyek. 🥴,"Double Choco Pie - PaNas Special Krispy, Medium",29 April 2023,Gojek user since 5 February 2017
"McDonald's, Basuki Rahmat",Ismail Sakka,5.0,Ngga pernah bosen deh McD ni.. uenak pulllll,"PaNas 1 Krispy, Medium",3 June 2023,Gojek user since 27 October 2019
"McDonald's, Basuki Rahmat",S*****,2.0,Nggaka ada saosnya,"PaNas 2 Spicy, Large - PaNas 1 Krispy, Large",20 December 2022,Gojek user since 4 August 2018
"McDonald's, Basuki Rahmat",Andriyani,5.0,Niat mau order lagi tapi kok gk ada menu kentang goreng ya?,Share Box with Spicy Seaweed Cruncy Bubbles + Cajun Garlic Sauce - 1pc Spicy Chicken,15 April 2022,Gojek user since 17 March 2022
"McDonald's, Basuki Rahmat",A**,5.0,No cutlery given by mcd,"PaNas Special Krispy, Medium - Iced Coffee - Double Cheese Burger",17 November 2023,Gojek user since 3 September 2017
"McDonald's, Basuki Rahmat",Justin Hayward,1.0,No fries 🍟 arrived with the order,"McFlurry Feat. OREO - French Fries Large - Double Big Mac. - Hot Café latte, Medium",28 December 2025,Gojek user since 18 July 2017
"McDonald's, Basuki Rahmat",I**,2.0,Nugget gaada barbeque sauce. Gaada straw untuk lychee tea.,"Paket Hemat Spicy Chicken McNuggets, Medium - Rica Rica Fish Rice McD",2 December 2022,Gojek user since 14 October 2016
"McDonald's, Basuki Rahmat",W**** W,4.0,"Nunggu nya lama banget, burger nya anyep french fries dingin duhh 🥲","Paket Hemat Triple Burger with Cheese, Large",28 May 2022,Gojek user since 8 August 2019
"McDonald's, Basuki Rahmat",J******,5.0,Ok. Top,"PaNas 2 Spicy with Fries, Medium",17 May 2024,Gojek user since 22 June 2017
"McDonald's, Basuki Rahmat",R*** Z***,5.0,Oke mantap ........,PaMer 5 Spicy Medium - Choco Sundae,5 January 2024,Gojek user since 16 October 2017
"McDonald's, Basuki Rahmat",Ho Kim An,4.0,Oke ok lahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,"Paket Hemat McSpicy, Medium",22 March 2022,Gojek user since 10 December 2017
"McDonald's, Basuki Rahmat",Ninin Anggrayani,1.0,Order 5 burger nyampe cmn 4….sekelas Mcd loh😅😂,Chicken Burger Deluxe - Beef Burger Deluxe - Big Mac,10 March 2022,Gojek user since 7 November 2015
"McDonald's, Basuki Rahmat",A****** B***,3.0,Orderan Panas saya untuk nasinya berbeda dengan yg saya order. Saya order ukuran medium namun yg saya terima ukuran reguler.,Hershey McFlurry with Choco Crumbs - PaNas 2 Ayam McD Gulai Spicy,5 April 2023,Gojek user since 6 May 2019
"McDonald's, Basuki Rahmat",Waddar Rohman,2.0,Orderan burgur big mac saya tidak disertai sayur. Hanya berisi roti daging dan chesee saja,"Paket Hemat Big Mac, Medium",8 August 2022,Gojek user since 26 November 2021
"McDonald's, Basuki Rahmat",Jibril,1.0,Orderan dkrim tdk lengkap,Double Big Mac - Double Big Mac McFlavor Set - Mcnuggets McFlavor Set,23 September 2022,Gojek user since 6 July 2016
"McDonald's, Basuki Rahmat",Kezia,3.0,Orderannya 1 paha bawah *** sayap *** paha atas. Yg datang 2 paha bawah *** dada 😞,"Family Time Bertiga Happy Meal Ayam McD - PaNas 2 Krispy with Fries, Large",7 July 2022,Gojek user since 23 January 2017
"McDonald's, Basuki Rahmat",V****,1.0,"Ordered and paid 2 bigmac with extra beef patty each, but arrived without the extra patties, so sad lol",Big Mac,17 February 2024,Gojek user since 10 July 2015
"McDonald's, Basuki Rahmat",Lukman Hamdun,1.0,"PELIT ASW!!!!! BELI 2 PAKET = PANAS SPECIAL DAN PAKET MINI SPICY CHICKEN DIKASIH SAUSNYA CUMA DUA BUAH... HARGA DOANG MAHAL, SAMA SAUS AJA PELIT","Hemat Seru - 2pcs Mini Cuts Spicy Chicken + Reg. Rice + Iced Coffee + McFlurry Choco - PaNas Special Spicy, Medium",11 March 2022,Gojek user since 2 September 2015
"McDonald's, Basuki Rahmat",Vivi Adeliana,1.0,PELIT SAOS! udah request extra gak dikasi. baru kali ini dapetin mcD pelit ama saos. sebel,"PaNas 2 Krispy, Medium",17 October 2023,Gojek user since 30 August 2015
"McDonald's, Basuki Rahmat",A***,5.0,"Packaging-nya rapi banget, rasa standard McD enak","PaNas 2 Krispy, Medium - Big Mac Gratis Ekstra Beef Rasher",8 October 2022,Gojek user since 4 February 2016
"McDonald's, Basuki Rahmat",niska,5.0,Packingannya bagus,"PaNas 2 Krispy, Large",2 July 2022,Gojek user since 15 February 2018
"McDonald's, Basuki Rahmat",T**** A*********,2.0,Packingnya kurang rapi..sampai di lokasi minumnya tumpah semua sampi habis,Paket Hemat McChicken Large Colorful Bottle,30 September 2022,Gojek user since 7 May 2018
"McDonald's, Basuki Rahmat",K******* O**,3.0,"Padahal minta saos tomat 5 biji malah di kasih saos sambel 2 biji, mohon diperhatikan lagi notes nya.","PaNas Special Krispy, Medium - Beef Burger Deluxe",19 February 2022,Gojek user since 4 December 2019
"McDonald's, Basuki Rahmat",Michael Njoo,1.0,Paket ada yang tidak dikirim,"2 Beef Prosperity ALC - Paket Hemat Double Cheeseburger, Large - Sprite, Large",10 February 2023,Gojek user since 27 June 2019
"McDonald's, Basuki Rahmat",William Iwo,1.0,"Parah / potonngan yg dminta lain dikasi lain..sambel pelit bgt padahal klo dine in bisa ambil sepuasanya …udh gtu kentang mcd biasanya paling enak dibanding kentang merek lain..eh ini kentangnya udh kaya makan gabus , gosong over fried ..mgkn juga udh digoreng berulang ulang kli yaa…. Bener kacau mcd sini","PaNas 2 Krispy with Fries, Large",2 February 2024,Gojek user since 21 July 2022
"McDonald's, Basuki Rahmat",R******,1.0,"Parah susah di hub drivernya, pesanan mie kaya beli di jalarata, payahh","Paket Hemat Fish Fillet Burger, Medium - Paket HeBat Beef Burger Deluxe",28 March 2024,Gojek user since 3 June 2017
"McDonald's, Basuki Rahmat",O****** I****,5.0,Pelayanan Mc Donalds kurang memuaskan,"PaNas 1 Krispy, Large",28 June 2022,Gojek user since 19 November 2019
"McDonald's, Basuki Rahmat",E*****,1.0,Pelayannya bodohh tidak bisa baca pesanan,"PaNas 2 Krispy with Fries, Medium",7 January 2024,Gojek user since 15 October 2015
"McDonald's, Basuki Rahmat",BagusFebriyanMuchammadPutra,1.0,Peng paha bawah malah gabisa,"PaNas 1 Krispy, Medium",21 May 2022,Gojek user since 22 February 2020
"McDonald's, Basuki Rahmat",Fio,5.0,Pengantaraan ya cpt bnget,"Tiramisu McFlurry with Cookie Crumbs - PaNas 1 Krispy, Medium - Chicken Burger Deluxe",7 November 2023,Gojek user since 7 November 2022
"McDonald's, Basuki Rahmat",I****,3.0,"Pesan 2 Drum Stick, 1 Thigh+Wing, dikirim 3 Drum Stick",PROMO - PaNas 2 Ayam McD Krispy + McFlurry feat. OREO,28 May 2025,Gojek user since 25 February 2016
"McDonald's, Basuki Rahmat",luke,1.0,"Pesan apple pie, ga dpt… payah 👎","PaNas 2 Spicy, Medium - Cheeseburger",29 June 2024,Gojek user since 7 August 2016
"McDonald's, Basuki Rahmat",A**,2.0,Pesan dadatulang. Yang datang sayap,French Fries Medium - McNuggets 6 pcs - 1pc Spicy Chicken,12 September 2022,Gojek user since 9 July 2015
"McDonald's, Basuki Rahmat",hilmi ananta,1.0,"Pesan mint saus tomat gadikasih. Parahnya lagi malah dikasih blackpaper, mana uda ditaburin di telurnya lagi","PaNas Special Krispy, Large",26 June 2023,Gojek user since 26 July 2015
"McDonald's, Basuki Rahmat",Regita Cahyani,4.0,Pesan spicy yg dateng bukan spicy,"PaNas 2 Spicy, Large",26 November 2022,Gojek user since 20 July 2020
"McDonald's, Basuki Rahmat",dicky,1.0,Pesan yang paket panas mix dapatnya ayamnya spacy semua. Mbok ya tolong diperhatikan pesan konsumen,"PaMer 5 Mix - Paket Hemat Double Cheeseburger, Medium",11 August 2022,Gojek user since 2 June 2015
"McDonald's, Basuki Rahmat",yudha nurma,4.0,"Pesan yg 1 spicy yg 1 ori, dikasi ori semua. Mau complain juga keburu laper😢",1pc Spicy Chicken - 1pc Krispy Chicken - Triple Burger with Cheese - Big Mac - French Fries Large,29 July 2022,Gojek user since 16 February 2017
"McDonald's, Basuki Rahmat",Andri kardhika erwin,1.0,Pesanan : panas 2 krispy large dan paket hemat big mac medium. Dikirimnya paket krispy keduanya,"PaNas 2 Krispy, Large - Paket Hemat Big Mac Medium",20 September 2023,Gojek user since 25 March 2017
"McDonald's, Basuki Rahmat",D** D**,1.0,Pesanan kurang dr yg d order.pesen 3 item yg datang 2 item,Happy Meal McNuggets - Happy Meal Chicken Burger - Beef Burger Deluxe,7 September 2022,Gojek user since 22 October 2016
"McDonald's, Basuki Rahmat",arief kurniawan,1.0,Pesanan kurang tidak ada nasi di paket happy meals,Happy Meal Ayam McD Breakfast,12 October 2025,Gojek user since 28 April 2017
"McDonald's, Basuki Rahmat",D**** F***,2.0,"Pesanan kurang, kentang hilang padahal paket lumayan mahal","Paket Hemat McNuggets 6 pcs, Large - Paket HeBat McSpaghetti Ayam McD - PaNas Special Spicy, Large - Large Rice",26 September 2025,Gojek user since 9 December 2017
"McDonald's, Basuki Rahmat",fariz zulkarnain,1.0,Pesanan tidak sesuai,"PaNas 1 Spicy, Large",20 July 2022,Gojek user since 19 May 2016
"McDonald's, Basuki Rahmat",Yusuf Handri,1.0,"Pesanan tidak sesuai, pesan 2 ayam yg ada free 2wings Pesanan 1ayam freenya yg gak ada Bagaimana ini McDonald's di bulan suci lagi",PaNas 1 Ayam Spicy Lengkuas McD Sambal Bajak - PaNas 2 Ayam Spicy Lengkuas McD Sambal Bajak,15 April 2022,Gojek user since 16 October 2017
